Campaign name,Ad set name,Ad name,Day,Age,Gender,Impressions,Reach,Frequency,Clicks (All),Link clicks,CTR (link click-through rate),CPC (cost per link click) (EUR),Amount spent (EUR),Results,Cost per results,Result type
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-10,45-54,Female,2335,1134.0,2.06,57,32,1.37,0.38,12.16,1.0,12.16,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-27,25-34,Female,4511,2686.0,1.68,187,97,2.14,0.52,50.44,3.0,16.81,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-25,25-34,Male,2596,1294.0,2.01,81,47,1.8,0.55,25.85,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-29,18-24,Female,1562,930.0,1.68,25,16,1.02,0.57,9.12,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-08,55-64,Female,2786,1897.0,1.47,75,47,1.67,0.46,21.62,1.0,21.62,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-10,55-64,Female,1513,913.0,1.66,47,27,1.82,0.49,13.23,1.0,13.23,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-08,18-24,Female,1411,949.0,1.49,32,18,1.3,0.68,12.24,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-19,55-64,Male,1356,862.0,1.57,66,30,2.18,0.52,15.6,1.0,15.6,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-20,45-54,Female,2014,1131.0,1.78,31,21,1.06,0.44,9.24,1.0,9.24,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-13,55-64,Female,1554,1120.0,1.39,53,34,2.19,0.47,15.98,1.0,15.98,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-27,55-64,Male,1293,947.0,1.37,30,19,1.47,0.51,9.69,1.0,9.69,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-16,65+,Female,1026,519.0,1.98,22,11,1.12,0.44,4.84,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-24,45-54,Female,3357,2237.0,1.5,98,58,1.74,0.38,22.04,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-09,65+,Female,1124,618.0,1.82,42,19,1.7,0.45,8.55,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-30,35-44,Female,2528,1202.0,2.1,97,43,1.7,0.46,19.78,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-06,35-44,Female,2130,1052.0,2.02,73,37,1.76,0.55,20.35,1.0,20.35,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-01,65+,Male,1103,567.0,1.95,27,12,1.08,0.52,6.24,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-14,55-64,Female,1948,1256.0,1.55,48,34,1.74,0.51,17.34,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-27,45-54,Female,1479,775.0,1.91,48,26,1.76,0.37,9.62,1.0,9.62,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-23,55-64,Female,1087,768.0,1.42,50,23,2.16,0.33,7.59,1.0,7.59,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-02,65+,Female,1016,608.0,1.67,34,15,1.47,0.53,7.95,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-04,65+,Female,1011,563.0,1.8,30,14,1.38,0.48,6.72,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-07,25-34,Male,2993,2019.0,1.48,88,48,1.61,0.39,18.72,1.0,18.72,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-21,25-34,Male,3637,1857.0,1.96,157,73,1.99,0.55,40.15,2.0,20.07,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-23,65+,Male,894,574.0,1.56,31,17,1.87,0.47,7.99,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-20,65+,Female,1063,662.0,1.61,36,20,1.87,0.48,9.6,1.0,9.6,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-11,18-24,Female,1758,1320.0,1.33,46,26,1.48,0.43,11.18,1.0,11.18,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-13,45-54,Male,1700,788.0,2.16,47,23,1.37,0.52,11.96,1.0,11.96,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-18,45-54,Female,2181,1310.0,1.66,48,26,1.18,0.47,12.22,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-13,45-54,Male,1940,935.0,2.07,55,31,1.62,0.35,10.85,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-03,65+,Male,572,349.0,1.64,21,10,1.82,0.43,4.3,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-15,45-54,Male,1421,729.0,1.95,30,18,1.26,0.4,7.2,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-27,55-64,Female,1226,775.0,1.58,43,22,1.8,0.39,8.58,1.0,8.58,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-19,45-54,Male,2202,1153.0,1.91,65,42,1.91,0.45,18.9,1.0,18.9,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-25,45-54,Female,1908,1054.0,1.81,50,29,1.51,0.53,15.37,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-18,18-24,Male,2069,1064.0,1.94,54,37,1.77,0.44,16.28,1.0,16.28,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-04,35-44,Male,1430,697.0,2.05,34,17,1.17,0.33,5.61,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-28,65+,Male,1112,570.0,1.95,23,14,1.28,0.65,9.1,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-28,25-34,Female,2342,1328.0,1.76,48,29,1.23,0.49,14.21,1.0,14.21,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-11,65+,Male,1765,1209.0,1.46,62,28,1.56,0.42,11.76,1.0,11.76,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-08,55-64,Female,859,527.0,1.63,30,17,1.98,0.46,7.82,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-10,45-54,Female,2287,1611.0,1.42,61,29,1.27,0.35,10.15,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-22,35-44,Male,1904,1253.0,1.52,83,37,1.93,0.57,21.09,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-12,18-24,Female,3390,1841.0,1.84,59,39,1.16,0.46,17.94,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-02,18-24,Female,1553,718.0,2.16,69,33,2.14,0.56,18.48,1.0,18.48,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-03,65+,Female,903,446.0,2.02,23,13,1.43,0.3,3.9,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-09,18-24,Female,2305,1219.0,1.89,86,54,2.35,0.37,19.98,2.0,9.99,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-30,45-54,Male,3004,1993.0,1.51,116,56,1.86,0.51,28.56,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-18,18-24,Female,2580,1352.0,1.91,57,31,1.2,0.54,16.74,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-02,35-44,Female,2441,1180.0,2.07,54,37,1.53,0.43,15.91,1.0,15.91,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-27,25-34,Male,1384,1042.0,1.33,31,16,1.19,0.45,7.2,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-20,25-34,Male,4347,3241.0,1.34,76,40,0.92,0.48,19.2,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-30,55-64,Male,1048,514.0,2.04,29,13,1.19,0.42,5.46,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-03,65+,Male,1760,1058.0,1.66,53,23,1.33,0.35,8.05,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-29,35-44,Male,2917,1335.0,2.19,121,56,1.94,0.43,24.08,1.0,24.08,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-10,65+,Female,768,528.0,1.45,15,10,1.33,0.47,4.7,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-23,35-44,Male,2107,966.0,2.18,65,40,1.9,0.49,19.6,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-05,35-44,Male,3947,1813.0,2.18,90,63,1.59,0.53,33.39,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-20,65+,Male,1316,983.0,1.34,31,18,1.37,0.53,9.54,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-11,25-34,Female,1483,725.0,2.05,26,18,1.23,0.53,9.54,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-17,55-64,Male,1849,985.0,1.88,47,29,1.58,0.42,12.18,1.0,12.18,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-25,45-54,Female,3070,1512.0,2.03,101,61,1.97,0.33,20.13,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-28,25-34,Male,2893,1771.0,1.63,82,39,1.36,0.39,15.21,1.0,15.21,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-10,18-24,Female,3407,2476.0,1.38,136,74,2.18,0.38,28.12,2.0,14.06,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-07-04,25-34,Female,3143,1543.0,2.04,85,39,1.23,0.38,14.82,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-04,45-54,Female,1329,916.0,1.45,37,25,1.88,0.57,14.25,1.0,14.25,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-01,25-34,Male,3003,1757.0,1.71,75,45,1.51,0.33,14.85,1.0,14.85,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-10,18-24,Male,1578,856.0,1.84,51,28,1.78,0.47,13.16,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-10,35-44,Female,1115,787.0,1.42,31,14,1.24,0.64,8.96,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-20,55-64,Female,1288,607.0,2.12,22,14,1.09,0.37,5.18,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-25,35-44,Male,2707,1507.0,1.8,82,36,1.32,0.56,20.16,1.0,20.16,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-29,65+,Female,1607,867.0,1.85,25,15,0.93,0.55,8.25,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-15,18-24,Male,2734,1917.0,1.43,71,43,1.59,0.41,17.63,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-08,45-54,Male,1881,978.0,1.92,44,28,1.51,0.68,19.04,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-05,35-44,Male,1988,1169.0,1.7,64,37,1.87,0.48,17.76,1.0,17.76,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-19,45-54,Female,1552,758.0,2.05,39,24,1.58,0.67,16.08,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-30,45-54,Female,1897,1348.0,1.41,34,18,0.96,0.62,11.16,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-01,55-64,Female,1913,960.0,1.99,40,20,1.04,0.52,10.4,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-22,35-44,Male,2738,1425.0,1.92,86,53,1.93,0.47,24.91,2.0,12.46,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-04,18-24,Male,1105,635.0,1.74,20,12,1.05,0.58,6.96,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-26,25-34,Male,3030,1746.0,1.74,153,73,2.4,0.5,36.5,2.0,18.25,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-12,45-54,Male,1783,823.0,2.17,47,28,1.55,0.46,12.88,1.0,12.88,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-24,55-64,Female,2451,1370.0,1.79,62,38,1.56,0.41,15.58,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-05,55-64,Female,2108,1409.0,1.5,46,23,1.07,0.46,10.58,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-22,35-44,Female,3952,2045.0,1.93,80,54,1.37,0.49,26.46,2.0,13.23,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-08,18-24,Male,2343,1635.0,1.43,47,32,1.36,0.38,12.16,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-20,25-34,Female,3386,2342.0,1.45,84,46,1.36,0.46,21.16,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-07,25-34,Female,3829,2435.0,1.57,106,60,1.57,0.51,30.6,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-09,25-34,Male,3383,2534.0,1.34,114,55,1.61,0.45,24.75,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-30,25-34,Female,4802,2707.0,1.77,134,73,1.51,0.46,33.58,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-03,45-54,Female,1184,849.0,1.39,26,17,1.46,0.43,7.31,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-14,35-44,Male,2371,1130.0,2.1,66,39,1.66,0.39,15.21,1.0,15.21,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-15,35-44,Female,1632,777.0,2.1,54,36,2.21,0.36,12.96,1.0,12.96,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-17,25-34,Female,2281,,,61,36,1.6,0.38,13.68,1.0,13.68,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-31,65+,Female,1307,871.0,1.5,41,18,1.4,0.49,8.82,1.0,8.82,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-09,35-44,Female,3908,2152.0,1.82,113,77,1.98,0.44,33.88,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-12,25-34,Female,4094,1882.0,2.18,95,50,1.23,0.37,18.5,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-03,45-54,Male,3133,1558.0,2.01,93,42,1.35,0.55,23.1,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-08,65+,Female,723,510.0,1.42,19,9,1.25,0.63,5.67,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-19,45-54,Female,1536,773.0,1.99,41,25,1.64,0.36,9.0,1.0,9.0,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-05,18-24,Female,1840,1187.0,1.55,69,34,1.84,0.32,10.88,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-24,45-54,Male,2011,984.0,2.04,91,40,1.97,0.4,16.0,1.0,16.0,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-27,45-54,Male,3591,1780.0,2.02,72,38,1.06,0.52,19.76,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-26,35-44,Male,4396,2457.0,1.79,248,109,2.47,0.4,43.6,3.0,14.53,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-16,35-44,Male,4734,3079.0,1.54,120,70,1.49,0.38,26.6,2.0,13.3,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-25,65+,Female,1224,608.0,2.01,38,22,1.78,0.56,12.32,1.0,12.32,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-03,55-64,Female,1928,1040.0,1.85,57,32,1.65,0.49,15.68,1.0,15.68,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-28,65+,Male,1484,698.0,2.13,45,30,2.0,0.34,10.2,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-07,25-34,Male,3143,1636.0,1.92,54,32,1.0,0.42,13.44,1.0,13.44,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-22,18-24,Female,1548,776.0,1.99,56,27,1.75,0.57,15.39,1.0,15.39,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-01,65+,Male,1743,971.0,1.8,63,38,2.19,0.52,19.76,1.0,19.76,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-08,65+,Female,1844,911.0,2.02,44,31,1.66,0.38,11.78,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-24,35-44,Female,3260,2504.0,1.3,144,77,2.36,0.39,30.03,2.0,15.02,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-12,35-44,Male,2045,1212.0,1.69,58,29,1.42,0.6,17.4,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-13,45-54,Male,2323,1060.0,2.19,38,24,1.03,0.53,12.72,1.0,12.72,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-08,55-64,Male,1723,1162.0,1.48,46,24,1.38,0.45,10.8,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-25,45-54,Male,1299,676.0,1.92,27,15,1.12,0.36,5.4,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-19,35-44,Male,2542,1571.0,1.62,43,24,0.94,0.54,12.96,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-20,35-44,Female,2445,1219.0,2.01,82,45,1.85,0.46,20.7,1.0,20.7,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-24,35-44,Male,2602,1386.0,1.88,149,65,2.49,0.36,23.4,2.0,11.7,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-11,35-44,Female,3571,1860.0,1.92,80,53,1.48,0.54,28.62,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-13,18-24,Male,2919,1763.0,1.66,86,41,1.41,0.49,20.09,1.0,20.09,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-08,18-24,Male,2419,1296.0,1.87,63,33,1.35,0.46,15.18,1.0,15.18,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-04,18-24,Male,2169,1218.0,1.78,62,34,1.58,0.45,15.3,1.0,15.3,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-25,25-34,Male,3198,1520.0,2.1,91,62,1.95,0.39,24.18,2.0,12.09,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-18,45-54,Male,2154,1405.0,1.53,63,34,1.59,0.53,18.02,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-01,25-34,Female,3911,2407.0,1.62,181,85,2.17,0.53,45.05,3.0,15.02,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-30,25-34,Female,2147,1108.0,1.94,53,34,1.61,0.52,17.68,1.0,17.68,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-16,25-34,Male,3942,2347.0,1.68,123,60,1.52,0.47,28.2,2.0,14.1,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-19,65+,Male,784,572.0,1.37,26,14,1.76,0.42,5.88,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-25,45-54,Female,2175,1111.0,1.96,34,22,1.0,0.38,8.36,1.0,8.36,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-15,55-64,Male,1054,779.0,1.35,29,15,1.45,0.52,7.8,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-21,45-54,Male,2307,1140.0,2.02,51,34,1.48,0.5,17.0,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-14,55-64,Male,2876,1364.0,2.11,78,48,1.66,0.54,25.92,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-23,25-34,Male,4307,2276.0,1.89,103,72,1.66,0.42,30.24,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-02,35-44,Female,2916,1849.0,1.58,71,34,1.18,0.58,19.72,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-11,65+,Female,1023,752.0,1.36,27,14,1.41,0.47,6.58,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-08,55-64,Female,2530,1295.0,1.95,82,50,1.97,0.4,20.0,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-18,35-44,Female,1117,526.0,2.12,32,17,1.54,0.54,9.18,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-17,35-44,Female,2065,1114.0,1.85,61,30,1.44,0.43,12.9,1.0,12.9,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-22,55-64,Female,2209,1170.0,1.89,38,25,1.12,0.52,13.0,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-19,65+,Male,1276,809.0,1.58,33,16,1.27,0.51,8.16,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-24,55-64,Male,1813,1239.0,1.46,40,22,1.23,0.36,7.92,1.0,7.92,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-01,55-64,Female,786,363.0,2.17,22,12,1.57,0.4,4.8,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-16,18-24,Female,3308,1899.0,1.74,93,65,1.95,0.32,20.8,2.0,10.4,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-28,18-24,Male,1523,,,60,32,2.13,0.68,21.76,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-04,55-64,Female,1202,622.0,1.93,30,14,1.14,0.53,7.42,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-07,65+,Male,1054,532.0,1.98,35,21,1.96,0.56,11.76,1.0,11.76,Website purchases
