Advertiser,Campaign,Insertion Order,Line Item,Date,Device Type,Region,Impressions,Clicks,Click Rate,Total Media Cost (Advertiser Currency),Total Conversions,Active View Viewable Impressions
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261025,Desktop,Ostatné SR,8789,28,0.32%,22.79,0.0,6364
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260817,Tablet,Bratislavský kraj,5062,14,0.28%,13.13,0.0,3533
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260828,Mobile,Ostatné SR,11351,53,0.46%,33.13,,8259
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260913,Connected TV,Košický kraj,6160,25,0.41%,14.65,,4041
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261010,Connected TV,Košický kraj,4102,33,0.8%,10.68,,2950
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261012,Mobile,Ostatné SR,18115,147,0.81%,69.06,,13594
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260912,Mobile,Košický kraj,5569,27,0.48%,11.68,,4027
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261016,Tablet,Košický kraj,4000,15,0.37%,11.4,0.0,2223
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261012,Tablet,Bratislavský kraj,8359,30,0.35%,18.39,,5516
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261001,Connected TV,Ostatné SR,6200,28,0.45%,14.67,,4382
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261008,Connected TV,Bratislavský kraj,9134,51,0.56%,22.46,,6187
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260821,Mobile,Bratislavský kraj,17511,180,1.03%,68.62,0.0,9674
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260922,Desktop,Ostatné SR,7667,40,0.52%,15.98,0.0,4361
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260823,Desktop,Košický kraj,6026,38,0.64%,13.53,0.0,3616
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260912,Desktop,Ostatné SR,8310,25,0.3%,25.84,,5320
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261008,Tablet,Košický kraj,3800,41,1.08%,17.19,,2438
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260827,Connected TV,Ostatné SR,6817,33,0.49%,15.91,,4873
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261011,Connected TV,Ostatné SR,5242,18,0.35%,8.49,,4037
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261008,Desktop,Bratislavský kraj,14162,84,0.59%,49.2,,10680
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261019,Tablet,Ostatné SR,3533,17,0.47%,6.63,,2215
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260902,Desktop,Ostatné SR,8081,71,0.88%,30.19,0.0,4933
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260914,Connected TV,Ostatné SR,9512,43,0.45%,32.0,0.0,6226
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260818,Desktop,Bratislavský kraj,14862,53,0.35%,38.5,,11679
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260911,Tablet,Košický kraj,6664,35,0.52%,23.43,0.0,5254
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260907,Desktop,Košický kraj,6009,33,0.54%,11.96,,3842
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260921,Tablet,Bratislavský kraj,8090,28,0.34%,17.91,0.0,5514
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260818,Connected TV,Bratislavský kraj,8823,36,0.41%,17.74,,4888
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261011,Tablet,Ostatné SR,4344,27,0.62%,20.37,,2610
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260818,Mobile,Bratislavský kraj,9855,42,0.42%,23.72,0.0,5859
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261022,Mobile,Košický kraj,12569,52,0.41%,55.67,0.0,8191
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260918,Desktop,Košický kraj,7406,56,0.76%,27.75,0.0,5232
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260829,Desktop,Ostatné SR,6518,28,0.43%,15.38,,4868
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260925,Desktop,Košický kraj,5186,25,0.48%,18.01,,3907
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260826,Desktop,Košický kraj,6535,17,0.26%,12.19,0.0,4373
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260824,Tablet,Ostatné SR,8096,63,0.78%,33.48,0.0,5495
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261026,Tablet,Bratislavský kraj,4266,21,0.49%,8.6,,2456
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260929,Desktop,Ostatné SR,8585,53,0.61%,28.15,,5997
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260927,Desktop,Ostatné SR,5437,28,0.52%,18.34,,3087
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261004,Tablet,Bratislavský kraj,8062,44,0.55%,33.78,0.0,5327
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260828,Desktop,Bratislavský kraj,13996,53,0.38%,31.87,,8139
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260930,Mobile,Ostatné SR,13732,93,0.68%,48.43,,8619
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260920,Mobile,Ostatné SR,15219,90,0.59%,29.1,,10053
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260918,Mobile,Bratislavský kraj,21430,104,0.48%,63.28,,16053
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261015,Tablet,Ostatné SR,8626,59,0.69%,36.7,,5181
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260915,Connected TV,Bratislavský kraj,11551,104,0.9%,45.28,,7582
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260830,Tablet,Bratislavský kraj,5886,38,0.64%,20.55,0.0,3998
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260825,Desktop,Ostatné SR,17797,159,0.89%,54.71,0.0,12143
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260820,Tablet,Košický kraj,2985,22,0.75%,14.31,0.0,1699
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260923,Connected TV,Košický kraj,6724,41,0.61%,31.82,,3726
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260902,Mobile,Košický kraj,11287,47,0.42%,22.79,,8568
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260910,Mobile,Bratislavský kraj,17795,112,0.63%,72.51,,12037
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260927,Desktop,Bratislavský kraj,13894,55,0.4%,27.85,0.0,10982
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260920,Connected TV,Bratislavský kraj,5494,13,0.24%,13.83,,4052
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261002,Mobile,Košický kraj,7615,45,0.59%,17.19,,5495
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261027,Tablet,Ostatné SR,7805,59,0.76%,26.12,,4962
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260911,Desktop,Ostatné SR,10012,95,0.95%,48.86,,5702
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261008,Mobile,Bratislavský kraj,15932,85,0.54%,49.89,,9784
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261027,Tablet,Košický kraj,4457,16,0.37%,12.52,0.0,2879
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260903,Connected TV,Bratislavský kraj,6472,21,0.33%,15.64,0.0,5011
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260822,Mobile,Košický kraj,9970,59,0.59%,20.15,,6812
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261017,Tablet,Ostatné SR,3172,11,0.36%,6.48,0.0,2016
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261006,Desktop,Bratislavský kraj,22577,103,0.46%,78.02,,13612
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260828,Desktop,Košický kraj,7498,41,0.55%,19.87,0.0,4252
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261008,Desktop,Košický kraj,13829,93,0.67%,48.6,,9209
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260826,Tablet,Ostatné SR,5768,22,0.39%,13.59,,4356
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260905,Mobile,Košický kraj,12247,67,0.55%,32.82,0.0,9652
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260825,Connected TV,Košický kraj,8736,77,0.88%,35.76,,6543
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260819,Mobile,Ostatné SR,18486,128,0.69%,59.92,0.0,11278
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260831,Tablet,Košický kraj,3552,7,0.21%,7.75,,2702
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260817,Desktop,Košický kraj,6428,14,0.21%,11.54,0.0,4853
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261005,Desktop,Ostatné SR,13284,75,0.56%,29.44,,10331
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260827,Connected TV,Bratislavský kraj,10383,28,0.27%,26.17,0.0,6595
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261018,Mobile,Košický kraj,8590,58,0.67%,26.86,,5813
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261028,Desktop,Ostatné SR,8968,30,0.33%,19.0,,6327
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261025,Tablet,Košický kraj,3594,19,0.54%,15.41,,2854
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260908,Connected TV,Košický kraj,6246,28,0.45%,14.72,0.0,4531
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260911,Mobile,Bratislavský kraj,12927,46,0.35%,24.06,,9106
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261018,Desktop,Bratislavský kraj,12160,88,0.72%,52.78,,8790
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260928,Connected TV,Košický kraj,4057,10,0.25%,7.57,,2580
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261024,Desktop,Ostatné SR,13181,61,0.46%,40.68,0.0,8042
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260830,Connected TV,Ostatné SR,7858,51,0.64%,27.03,0.0,5136
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260816,Connected TV,Ostatné SR,8609,67,0.78%,39.27,0.0,6595
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260907,Mobile,Košický kraj,6975,24,0.35%,18.02,,4139
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260916,Tablet,Bratislavský kraj,8474,66,0.78%,32.56,,5017
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260901,Connected TV,Košický kraj,3408,12,0.36%,7.72,,2359
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260929,Connected TV,Košický kraj,5487,27,0.5%,23.08,,3089
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260815,Mobile,Bratislavský kraj,17835,123,0.69%,69.39,,10514
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260918,Connected TV,Košický kraj,5430,27,0.5%,10.99,0.0,4271
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260923,Tablet,Ostatné SR,5873,57,0.97%,29.58,0.0,4211
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260904,Tablet,Bratislavský kraj,3775,23,0.6%,13.36,,2412
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261002,Mobile,Bratislavský kraj,17692,53,0.3%,34.11,,10051
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261007,Connected TV,Ostatné SR,4600,23,0.49%,13.21,,2768
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261023,Desktop,Bratislavský kraj,15388,83,0.54%,30.25,0.0,11138
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260918,Connected TV,Ostatné SR,7512,44,0.59%,21.23,,4770
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261002,Desktop,Košický kraj,8416,42,0.49%,20.11,0.0,6437
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261001,Connected TV,Košický kraj,4168,16,0.38%,8.92,,2584
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260916,Mobile,Košický kraj,7694,40,0.51%,22.71,,4961
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260907,Tablet,Košický kraj,5498,18,0.32%,12.85,,3882
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260903,Mobile,Ostatné SR,14223,65,0.45%,22.41,0.0,8585
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261025,Desktop,Ostatné SR,9703,65,0.67%,36.2,,5863
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260827,Tablet,Bratislavský kraj,8361,42,0.5%,27.14,,6563
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261012,Desktop,Košický kraj,8388,22,0.26%,22.0,0.0,6027
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261007,Desktop,Bratislavský kraj,14041,138,0.98%,49.11,,10329
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260823,Desktop,Ostatné SR,9474,42,0.45%,17.09,0.0,5401
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260924,Tablet,Bratislavský kraj,8424,66,0.79%,32.38,,4696
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261008,Mobile,Košický kraj,15518,64,0.41%,60.58,0.0,10012
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261012,Tablet,Ostatné SR,6174,45,0.73%,27.73,,3667
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260817,Desktop,Košický kraj,7261,36,0.5%,24.42,,5701
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260929,Desktop,Bratislavský kraj,10691,51,0.47%,26.87,,8008
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261009,Connected TV,Ostatné SR,6270,28,0.44%,18.19,0.0,3771
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261027,Mobile,Ostatné SR,10703,25,0.24%,23.99,,7669
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260909,Connected TV,Ostatné SR,9033,54,0.6%,41.29,0.0,5210
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260818,Tablet,Ostatné SR,5421,29,0.54%,16.97,0.0,3797
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261012,Desktop,Ostatné SR,15977,100,0.62%,58.02,0.0,10367
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261021,Mobile,Ostatné SR,8183,56,0.69%,26.05,,6533
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261021,Tablet,Košický kraj,4015,10,0.25%,8.48,,3176
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261009,Desktop,Košický kraj,6017,34,0.56%,16.1,,3646
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260925,Mobile,Bratislavský kraj,19208,51,0.26%,42.41,,12215
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260921,Desktop,Košický kraj,7017,26,0.37%,15.29,0.0,4072
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260904,Tablet,Bratislavský kraj,7995,48,0.6%,15.85,,5704
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261003,Mobile,Ostatné SR,17907,133,0.74%,64.13,0.0,12138
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261010,Connected TV,Bratislavský kraj,8248,45,0.55%,17.59,,4827
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260831,Mobile,Košický kraj,6991,31,0.45%,25.76,0.0,5386
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260820,Mobile,Košický kraj,10612,64,0.61%,38.11,,7950
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260824,Desktop,Košický kraj,7900,49,0.62%,28.44,0.0,6211
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260930,Mobile,Košický kraj,6727,39,0.58%,18.57,,4446
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261013,Desktop,Bratislavský kraj,13874,33,0.24%,24.03,0.0,8819
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260924,Connected TV,Ostatné SR,5416,35,0.64%,16.07,,3380
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260915,Connected TV,Bratislavský kraj,9331,27,0.29%,23.27,,6133
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260926,Desktop,Ostatné SR,9394,30,0.32%,26.38,0.0,5329
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260819,Tablet,Bratislavský kraj,7192,53,0.74%,19.27,0.0,4009
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260829,Mobile,Bratislavský kraj,17589,103,0.59%,61.48,,9739
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261005,Desktop,Košický kraj,11823,62,0.53%,35.39,,7758
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260820,Desktop,Ostatné SR,15223,61,0.4%,49.13,,10895
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261011,Desktop,Košický kraj,7807,48,0.62%,34.11,,5056
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260921,Mobile,Košický kraj,12439,87,0.7%,25.67,,9642
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260827,Connected TV,Košický kraj,5518,41,0.74%,21.09,,3375
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260815,Mobile,Ostatné SR,11553,119,1.03%,57.07,0.0,7334
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260908,Desktop,Ostatné SR,11621,84,0.72%,31.46,,7302
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260831,Desktop,Košický kraj,4161,25,0.6%,15.51,,2427
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261022,Connected TV,Ostatné SR,9665,26,0.26%,20.62,0.0,6580
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260815,Desktop,Ostatné SR,11234,41,0.37%,21.91,0.0,6252
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260929,Desktop,Košický kraj,7481,32,0.43%,14.81,0.0,5217
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261004,Desktop,Ostatné SR,9002,55,0.61%,21.74,,5125
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260830,Mobile,Ostatné SR,7887,53,0.67%,27.81,,5128
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260921,Desktop,Ostatné SR,14311,92,0.64%,54.73,0.0,11217
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261025,Desktop,Bratislavský kraj,14534,60,0.41%,71.69,,10725
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260911,Mobile,Košický kraj,9696,34,0.35%,32.38,,7569
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260909,Tablet,Bratislavský kraj,5276,41,0.78%,14.7,,3777
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261022,Mobile,Bratislavský kraj,18200,56,0.31%,42.71,,12390
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261019,Mobile,Bratislavský kraj,11946,64,0.53%,44.65,0.0,8876
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261015,Desktop,Bratislavský kraj,19758,80,0.4%,37.31,,14668
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260901,Connected TV,Ostatné SR,7713,50,0.65%,26.0,,5679
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260926,Connected TV,Bratislavský kraj,11121,64,0.58%,40.98,,7388
